Loc ID,County,Community,On,From,To,Approach,At,Dir,Latitude,Longitude,Latest,Latest Date
253831,BERKSHIRE,WASHINGTON,BLOTZ ROAD,,,,BEACH ROAD,2-WAY,42.4085041278,-73.1391116884,1000,1/1/1996
253832,BARNSTABLE,WELLFLEET,MAIN STREET,,,WEST OF,GRAND ARMY OF REPUBLIC HIGHWAY,2-WAY,41.9444426141,-70.0317517336,2000,1/1/2005
253833,BARNSTABLE,WELLFLEET,COMMERCIAL STREET,,,SOUTH OF,HOLBROCK AVENUE,2-WAY,41.930876888,-70.0296866092,5800,1/1/2003
253834,BARNSTABLE,WELLFLEET,GULL POND ROAD,,,EAST OF,ROUTE 6,2-WAY,41.9479802477,-70.0311752287,920,1/1/2003
253835,BARNSTABLE,WELLFLEET,GRAND ARMY OF REPUBLIC HIGHWAY,,,SOUTH OF,COVE ROAD,2-WAY,41.9298864837,-70.0169414991,17700,1/1/2005
253836,BARNSTABLE,WELLFLEET,GRAND ARMY OF REPUBLIC HIGHWAY,,,SOUTH OF,MARCONI BEACH ROAD,2-WAY,41.9022457679,-69.9844992674,17500,1/1/1997
253837,WORCESTER,WEST BOYLSTON,CENTRAL STREET,,,NORTH OF,CHURCH STREET,2-WAY,42.3647951123,-71.7827530916,7900,1/1/1997
253838,WORCESTER,WEST BOYLSTON,WORCESTER STREET,,,NORTH OF,ROUTE 140,2-WAY,42.3751883446,-71.7779883529,11018,8/15/2001
253839,WORCESTER,WEST BOYLSTON,WORCESTER STREET,,,NORTH OF,CHURCH STREET,2-WAY,42.3652678087,-71.7814986537,15600,1/1/1997
253840,WORCESTER,WEST BOYLSTON,LANCASTER STREET,,,NORTH OF,ROUTE 12,2-WAY,42.3772025603,-71.774830693,3400,1/1/2004
253841,WORCESTER,WEST BOYLSTON,WORCESTER STREET,,,SOUTH OF,ROUTE 12,2-WAY,42.3622489705,-71.7813089822,9200,1/1/1997
253842,HAMPDEN,WEST SPRINGFIELD,AGAWAM AVENUE,,,NORTH OF,RAILROAD TRACKS,2-WAY,42.0952860242,-72.5982707001,650,1/1/2003
253843,HAMPDEN,WEST SPRINGFIELD,BIRNIE AVENUE,,,NORTH OF,MORGAN ROAD,2-WAY,42.1319121912,-72.6525848968,4700,1/1/2003
253844,HAMPDEN,WEST SPRINGFIELD,DAY STREET,,,WEST OF,UNION STREET,2-WAY,42.1001523656,-72.6136535843,420,1/1/2003
253845,HAMPDEN,WEST SPRINGFIELD,ELM STREET,,,SOUTH OF,KINGS HWY,2-WAY,42.1142427277,-72.62536032,13100,1/1/2003
253846,HAMPDEN,WEST SPRINGFIELD,KINGS HIGHWAY,,,EAST OF,PIPER ROAD,2-WAY,42.1103737906,-72.6335826702,6500,1/1/2003
253847,HAMPDEN,WEST SPRINGFIELD,MAIN STREET,,,SOUTH OF,BRIDGE STREET,2-WAY,42.0981460486,-72.6025059106,6100,1/1/2003
253848,HAMPDEN,WEST SPRINGFIELD,MAIN STREET,,,SOUTH OF,PARK STREET,2-WAY,42.1064394046,-72.6162917474,7900,1/1/2003
253849,HAMPDEN,WEST SPRINGFIELD,MEMORIAL AVENUE,,,EAST OF,MAIN STREET,2-WAY,42.0969365366,-72.5989476115,12100,1/1/2003
253850,HAMPDEN,WEST SPRINGFIELD,NORTH END BRIDGE,,,EAST OF,RIVERSIDE ROAD,2-WAY,42.1078921072,-72.6156215119,34100,1/1/1996
253851,HAMPDEN,WEST SPRINGFIELD,PROSPECT AVENUE,,,EAST OF,INTERSTATE DR,2-WAY,42.154796766,-72.6505031456,7000,1/1/2003
253852,HAMPDEN,WEST SPRINGFIELD,RIVERDALE STREET,,,SOUTH OF,ASHLEY AVENUE,2-WAY,42.1381397336,-72.6258866981,36600,1/1/1998
253853,HAMPDEN,WEST SPRINGFIELD,ROGERS AVENUE,,,NORTH OF,WESTFIELD STREET,2-WAY,42.1053743334,-72.6628812014,2900,1/1/2005
253854,HAMPDEN,WEST SPRINGFIELD,ROGERS AVENUE,,,SOUTH OF,GOOSEBERRY ROAD,2-WAY,42.1171379133,-72.6658016683,3400,1/1/2003
253855,HAMPDEN,WEST SPRINGFIELD,WESTFIELD STREET,,,EAST OF,CHURCHILL ROAD,2-WAY,42.1061818837,-72.6531145808,28000,1/1/1996
253856,HAMPDEN,WEST SPRINGFIELD,WESTFIELD STREET,,,EAST OF,OHIO AVENUE,2-WAY,42.1042409275,-72.6692564831,22000,1/1/1996
253857,HAMPDEN,WEST SPRINGFIELD,WESTFIELD STREET,,,WEST OF,OHIO AVENUE,2-WAY,42.1043041901,-72.6701449976,22000,1/1/1996
253858,HAMPDEN,WEST SPRINGFIELD,RIVERDALE STREET,,,,NORTH END,2-WAY,42.1023387551,-72.6063438937,24400,1/1/2003
253859,HAMPDEN,WEST SPRINGFIELD,RIVERDALE STREET,,,,INTERSTATE 91,2-WAY,42.136202187,-72.6255977215,26000,1/1/1994
253860,HAMPDEN,WEST SPRINGFIELD,UNION STREET,,,NORTH OF,BRIDGE STREET,2-WAY,42.0975690331,-72.606576967,7900,1/1/2003
253861,BERKSHIRE,WEST STOCKBRIDGE,GREAT BARRINGTON ROAD,,,,ALFORD ROAD,2-WAY,42.3157167672,-73.3699430496,2000,1/1/1994
253862,BERKSHIRE,WEST STOCKBRIDGE,GREAT BARRINGTON ROAD,,,SOUTH OF,ROUTE 102,2-WAY,42.3299083238,-73.3652325459,5200,1/1/2003
253863,HAMPDEN,WESTFIELD,FREE STREET,,,NORTH OF,ROUTE 20,2-WAY,42.1214134857,-72.7466716897,1600,1/1/1998
253864,HAMPDEN,WESTFIELD,MAIN STREET,,,EAST OF,FREE STREET,2-WAY,42.1205674527,-72.7463159296,17500,1/1/1998
253865,HAMPSHIRE,WESTHAMPTON,EASTHAMPTON ROAD,,,NORTH OF,ROUTE 66,2-WAY,42.2959447253,-72.7376200369,1200,1/1/1995
253866,HAMPSHIRE,WESTHAMPTON,MONTAGUE ROAD,,,EAST OF,NORTH ROAD,2-WAY,42.3242009374,-72.7530934963,610,1/1/1995
253867,HAMPSHIRE,WESTHAMPTON,SOUTHAMPTON ROAD,,,NORTH OF,ROUTE 66,2-WAY,42.2881626466,-72.7605991393,840,1/1/1995
253868,WORCESTER,WESTMINSTER,STATE ROAD EAST,,,NORTH OF,ROUTE 2,2-WAY,42.5436195306,-71.8977177402,9400,1/1/2005
253869,WORCESTER,WESTMINSTER,WHITNEY STREET,,,AT,GARDNER,2-WAY,42.5358601443,-71.9755303342,230,1/1/2003
253870,BRISTOL,WESTPORT,HIX BRIDGE ROAD,,,WEST OF,HORSENECK ROAD,2-WAY,41.5716027036,-71.0582556542,2900,1/1/1994
253871,BRISTOL,WESTPORT,OLD COUNTY ROAD,,,EAST OF,ROUTE 88,2-WAY,41.622418502,-71.0771472131,4600,1/1/1994
253872,BRISTOL,WESTPORT,OLD PINE HILL ROAD,,,NORTH OF,HIXVILLE ROAD,2-WAY,41.5777676526,-71.0479646908,560,1/1/1994
253873,BRISTOL,WESTPORT,OLD COUNTY ROAD,,,AT,DARTMOUTH,2-WAY,41.6233953071,-71.0377901859,5457,1/1/2012
253874,FRANKLIN,WHATELY,CLAVERACK ROAD,,,,MILL RIVER,2-WAY,42.4317399576,-72.6257425673,100,1/1/1994
253875,HAMPDEN,WILBRAHAM,BOSTON ROAD,,,EAST OF,WOODCREST DR,2-WAY,42.151511092,-72.4639792033,13500,1/1/1998
253876,HAMPDEN,WILBRAHAM,BOSTON ROAD,,,WEST OF,WOODCREST DR,2-WAY,42.1513795153,-72.4648099258,13600,1/1/1998
253877,HAMPDEN,WILBRAHAM,COTTAGE AVENUE,,,NORTH OF,ROUTE 20,2-WAY,42.154567772,-72.4202757703,5100,1/1/1994
253878,HAMPDEN,WILBRAHAM,NORTH MAIN STREET,,,SOUTH OF,MAPLE STREET,2-WAY,42.1510559043,-72.4262272093,8300,1/1/1994
253879,HAMPDEN,WILBRAHAM,MAPLE STREET,,,EAST OF,MAIN STREET,2-WAY,42.151699144,-72.4251832122,2100,1/1/1994
253880,HAMPDEN,WILBRAHAM,BOSTON ROAD,,,AT,PALMER,2-WAY,42.1524487324,-72.3891365633,13000,1/1/1994
253881,HAMPDEN,WILBRAHAM,BOSTON ROAD,,,WEST OF,MAPLE STREET,2-WAY,42.1514926842,-72.4272064222,16000,1/1/1994
253882,HAMPDEN,WILBRAHAM,BOSTON ROAD,,,WEST OF,MAYNARD STREET,2-WAY,42.1529425388,-72.4088147148,15000,1/1/1994
253883,HAMPDEN,WILBRAHAM,WEST COLONIAL ROAD,,,,EASTWOOD DR,2-WAY,42.1091300297,-72.4747975682,340,1/1/1998
253884,HAMPDEN,WILBRAHAM,COLONIAL ROAD,,,SOUTH OF,BROOKSIDE ROAD,2-WAY,42.1148475232,-72.4747602563,490,1/1/1998
253885,HAMPDEN,WILBRAHAM,LAKE DRIVE,,,SOUTH OF,BOSTON ROAD,2-WAY,42.1510265692,-72.4642750247,1100,1/1/1998
253886,HAMPSHIRE,WILLIAMSBURG,ASHFIELD ROAD,,,AT,CONWAY,2-WAY,42.4470228747,-72.7485585607,550,1/1/2004
253887,HAMPSHIRE,WILLIAMSBURG,BRIDGE STREET,,,SOUTH OF,ROUTE 9,2-WAY,42.3738637525,-72.7022865856,1400,1/1/1996
253888,HAMPSHIRE,WILLIAMSBURG,NORTH STREET,,,NORTH OF,ROUTE 9,2-WAY,42.3930003434,-72.7303892775,3100,1/1/1996
253889,HAMPSHIRE,WILLIAMSBURG,PETTICOAT HILL ROAD,,,SOUTH OF,ROUTE 9,2-WAY,42.3923480554,-72.7312314107,680,1/1/1996
253890,HAMPSHIRE,WILLIAMSBURG,MAIN STREET,,,AT,NORTHAMPTON,2-WAY,42.3687195235,-72.6937177381,9200,1/1/2003
253891,HAMPSHIRE,WILLIAMSBURG,WILLIAMS STREET,,,EAST OF,PETTICOAT ROAD,2-WAY,42.3926717287,-72.7303448903,8700,1/1/2003
253892,HAMPSHIRE,WILLIAMSBURG,WILLIAMS STREET,,,EAST OF,ROUTE 143,2-WAY,42.394165903,-72.7362856201,7400,1/1/2003
253893,HAMPSHIRE,WILLIAMSBURG,MAIN STREET,,,SOUTH OF,NORTH STREET,2-WAY,42.3923373672,-72.7298639576,10000,1/1/1996
253894,HAMPSHIRE,WILLIAMSBURG,MAIN STREET,,,WEST OF,HIGH STREET,2-WAY,42.3745426834,-72.7026090652,10000,1/1/1996
253895,HAMPSHIRE,WILLIAMSBURG,GOSHEN ROAD,,,WEST OF,ROUTE 143,2-WAY,42.394829213,-72.7374791039,6000,1/1/2003
253896,BERKSHIRE,WILLIAMSTOWN,LATHAM STREET,,,WEST OF,ROUTE 43,2-WAY,42.7084400061,-73.20083014,2400,1/1/2003
253897,BERKSHIRE,NORTH ADAMS,NORTH HOOSAC ROAD,,,WEST OF,GALVIN AVENUE,2-WAY,42.7044858699,-73.1737483279,4300,1/1/2002
253898,BERKSHIRE,WILLIAMSTOWN,TACONIC TRAIL,,,AT,NEW YORK,2-WAY,42.7239019901,-73.2726338608,820,1/1/2004
253899,WORCESTER,WINCHENDON,FRONT STREET,,,EAST OF,SPRING STREET,2-WAY,42.680401793,-72.0485851556,2000,1/1/2005
253900,WORCESTER,WINCHENDON,SPRING STREET,,,,MILLERS RIVER,2-WAY,42.6610171397,-72.0017848566,3800,1/1/1996
253901,WORCESTER,WORCESTER,ASHMONT AVENUE,,,,HARDING STREET,2-WAY,42.2483108076,-71.8027958818,6300,1/1/1995
253902,WORCESTER,WORCESTER,ENDICOTT STREET,,,,PERRY AVENUE,2-WAY,42.2505253825,-71.7963533464,6000,1/1/1995
253903,WORCESTER,WORCESTER,HAMILTON STREET,,,EAST OF,BILLINGS SQUARE,2-WAY,42.2558412798,-71.7847565507,10600,1/1/2000
253904,WORCESTER,WORCESTER,HARDING STREET,,,,SEYMOUR,2-WAY,42.2503686939,-71.8010011275,3800,1/1/1995
253905,WORCESTER,WORCESTER,MILLBURY STREET,,,,SEYMOUR,2-WAY,42.2502083488,-71.8005178368,3200,1/1/1995
253906,WORCESTER,WORCESTER,NEW BOND STREET,,,NORTH OF,ROUTE 12,2-WAY,42.3053733876,-71.8015732989,2200,1/1/2002
253907,WORCESTER,WORCESTER,PERRY AVENUE,,,,SEYMOUR,2-WAY,42.2497372905,-71.7977414104,430,1/1/1995
253908,WORCESTER,WORCESTER,MILLBURY STREET,,,,DIAMOND STREET,2-WAY,42.2436136931,-71.8027096347,29000,1/1/1995
253909,WORCESTER,WORCESTER,BALLARD STREET,,,NORTH OF,MILLBURY STREET,2-WAY,42.2265401047,-71.7857434682,30300,1/1/2003
253910,WORCESTER,WORCESTER,MILLBURY STREET,,,NORTH OF,PURPLE HEART HIGHWAY,2-WAY,42.2163339828,-71.7832468648,31516,10/28/2003
253911,WORCESTER,WORCESTER,BALLARD STREET,,,SOUTH OF,VERNON STREET,2-WAY,42.2375035752,-71.7955884712,27000,1/1/2003
253912,WORCESTER,WORCESTER,SOUTHBRIDGE STREET,,,WEST OF,CROMPTON STREET,2-WAY,42.2417525069,-71.8120928232,23000,1/1/1995
253913,WORCESTER,WORCESTER,SOUTHBRIDGE STREET,,,WEST OF,GLADE STREET,2-WAY,42.2363037511,-71.8158121769,15000,1/1/1995
253914,WORCESTER,WORCESTER,WARD STREET,,,,SEYMOUR,2-WAY,42.249864574,-71.798830826,3500,1/1/1995
253915,HAMPSHIRE,WORTHINGTON,WORTHINGTON ROAD,,,SOUTH OF,ROUTE 143,2-WAY,42.4094204371,-72.937308947,1200,1/1/2006
253916,BARNSTABLE,YARMOUTH,BUCK ISLAND ROAD,,,EAST OF,HIGGINS CROWELL ROAD,2-WAY,41.6609230617,-70.2434589438,12300,1/1/2004
253917,BARNSTABLE,YARMOUTH,BUCK ISLAND ROAD,,,WEST OF,HIGGINS CROWELL ROAD,2-WAY,41.6605933204,-70.2450432838,9300,1/1/2006
253918,BARNSTABLE,YARMOUTH,FOREST ROAD,,,NORTH OF,ROUTE 28,2-WAY,41.6597419699,-70.2043024222,7100,1/1/2003
253919,BARNSTABLE,YARMOUTH,HIGGINS CROWELL ROAD,,,NORTH OF,BUCK ISLAND ROAD,2-WAY,41.6612054957,-70.2444706636,6100,1/1/2006
253920,BARNSTABLE,YARMOUTH,HIGHBANK ROAD,,,SOUTH OF,GREAT WESTERN ROAD,2-WAY,41.6844052735,-70.1644742297,6600,1/1/2003
253921,BARNSTABLE,YARMOUTH,NORTH MAIN STREET,,,NORTH OF,REGIONAL AVENUE,2-WAY,41.6766358733,-70.1832459024,3400,1/1/2003
253922,BARNSTABLE,YARMOUTH,NORTH MAIN STREET,,,NORTH OF,ROUTE 28,2-WAY,41.6670558954,-70.1850759779,6600,1/1/1995
253924,BARNSTABLE,YARMOUTH,ROUTE 28,,,WEST OF,FOREST ROAD,2-WAY,41.6583382501,-70.2037969147,13500,1/1/2005
253925,BARNSTABLE,YARMOUTH,ROUTE 28,,,WEST OF,TOWN BROOK ROAD,2-WAY,41.6572173801,-70.2595773984,25200,1/1/2003
253926,BARNSTABLE,YARMOUTH,UNION STREET,,,,ROUTE 6A,2-WAY,41.7019629298,-70.2266658057,6400,1/1/1994
253927,BARNSTABLE,YARMOUTH,MAIN STREET,,,SOUTH OF,ROUTE 28,2-WAY,41.6666014169,-70.1851952756,5200,1/1/2006
254000,WORCESTER,SHREWSBURY,RAMP-RT 140 TO RT 20 EB,,,,ROUTE 20,2-WAY,42.2496989288,-71.7126884208,1656,10/11/2000
254001,WORCESTER,SHREWSBURY,RAMP-RT 140 NB TO RT 20 WB,,,,ROUTE 140,2-WAY,42.2508021092,-71.7103810359,1856,10/2/2000
254002,WORCESTER,SHREWSBURY,RAMP-RT 20 EB TO RT 140,,,,ROUTE 20,2-WAY,42.249608172,-71.7132447809,2003,10/2/2000
254003,WORCESTER,SHREWSBURY,RAMP-RT 20 WB TO RT 140,,,,ROUTE 20,2-WAY,42.2508899919,-71.7098208608,1994,10/2/2000
254004,WORCESTER,WORCESTER,GRAFTON STREET,,,SOUTH OF,POSNER SQUARE,2-WAY,42.2583344296,-71.7931343616,,
254005,WORCESTER,WORCESTER,GREENWOOD STREET,,,AT,MILLBURY,2-WAY,42.2109725858,-71.7950148082,7300,1/1/2006
254006,WORCESTER,WORCESTER,GROVE STREET,,,SOUTH OF,PARK AVENUE,2-WAY,42.2844590133,-71.8075633248,10004,1/1/2012
254007,WORCESTER,WORCESTER,LINCOLN STREET,,,WEST OF,COUNTRY CLUB BOULEVARD,2-WAY,42.2943168063,-71.7753789392,,
254008,WORCESTER,WORCESTER,MAY STREET,,,NORTH OF,CHANDLER STREET,2-WAY,42.2699047223,-71.8415613841,2198,6/28/2000
254009,WORCESTER,WORCESTER,MORELAND STREET,,,NORTH OF,PLEASANT STREET,2-WAY,42.2782811812,-71.8434924641,3956,8/2/2000
254010,WORCESTER,WORCESTER,MOUNTAIN STREET WEST,,,EAST OF,INTERSTATE 190,2-WAY,42.3270267993,-71.8039136761,,
254011,WORCESTER,WORCESTER,NORTH PARKWAY,,,EAST OF,BURNCOAT STREET,2-WAY,42.2954343979,-71.7896785691,1600,1/1/2006
254012,WORCESTER,WORCESTER,PARK AVENUE,,,WEST OF,GOLD STAR BOULEVARD,2-WAY,42.2843587163,-71.8079583834,,
254013,WORCESTER,WORCESTER,WEST BOYLSTON STREET,,,NORTH OF,QUINSIG CC,2-WAY,42.3163807342,-71.7964396056,15058,8/21/2000
254014,WORCESTER,WORCESTER,SCHOOL STREET,,,WEST OF,WORCESTER CENTER BOULEVARD,2-WAY,42.2687729731,-71.7987956756,,
254015,ESSEX,AMESBURY,FRIEND STREET,,,WEST OF,215` MAIN STREET,2-WAY,42.8570569998,-70.9316883679,7951,9/11/2001
254016,ESSEX,AMESBURY,MACY STREET,,,EAST OF,INTERSTATE 495,2-WAY,42.8465680164,-70.9164420032,28400,1/1/2006
254017,ESSEX,ANDOVER,CLARK ROAD,,,SOUTH OF,280` DASCOMB ROAD,2-WAY,42.6322394397,-71.16748144,5900,1/1/2006
254018,ESSEX,ANDOVER,SCHOOL STREET,,,EAST OF,100` CENTRAL STREET,2-WAY,42.6535871565,-71.1423018923,5000,1/1/2006
254019,WORCESTER,BARRE,BARRE DEPOT ROAD,,,NORTH OF,TRANSFER STREET,2-WAY,42.3886432225,-72.0806808273,727,6/20/2001
254020,WORCESTER,BARRE,WORCESTER ROAD,,,WEST OF,TOWN FARM R,2-WAY,42.4054467862,-72.0890313075,4061,6/20/2001
254021,WORCESTER,BARRE,NORTH BROOKFIELD ROAD,,,AT,NEW BRAINTREE,2-WAY,42.3576578388,-72.1142449803,1977,6/20/2001
254022,WORCESTER,BARRE,WILLIAMSVILLE ROAD,,,AT,HUBBARDSTON,2-WAY,42.4723742765,-72.0819204084,1323,9/10/2001
254023,WORCESTER,BARRE,WILLIAMSVILLE ROAD,,,NORTH OF,VALLEY ROAD,2-WAY,42.4317169698,-72.0998838331,1777,9/10/2001
254024,WORCESTER,BERLIN,BALL HILL ROAD,,,AT,NORTHBOROUGH,2-WAY,42.3640585062,-71.6706217357,311,5/9/2001
254025,WORCESTER,BERLIN,HIGHLAND STREET,,,AT,BOLTON,2-WAY,42.4053028009,-71.6212355677,692,5/14/2001
254026,WORCESTER,BERLIN,LANCASTER ROAD,,,AT,BOLTON,2-WAY,42.4163246598,-71.6541523333,1685,5/14/2001
254027,WORCESTER,BERLIN,LINDEN STREET,,,AT,BOYLSTON,2-WAY,42.3791597097,-71.6731422351,576,5/9/2001
254028,WORCESTER,BERLIN,PLEASANT STREET,,,SOUTH OF,ROUTE 62,2-WAY,42.3808541682,-71.6343082903,2900,1/1/2004
254029,WORCESTER,BERLIN,RIVER ROAD WEST,,,EAST OF,ROTARY,2-WAY,42.3579751094,-71.6224808315,3000,1/1/2004
254030,WORCESTER,BERLIN,RIVER ROAD WEST,,,NORTH OF,MARLBOROUGH,2-WAY,42.3515364968,-71.6234611714,8305,5/9/2001
254031,WORCESTER,BERLIN,BOYLSTON ROAD,,,AT,CLINTON,2-WAY,42.3911232342,-71.6780832018,2900,1/1/2004
254032,WORCESTER,BERLIN,CENTRAL STREET,,,WEST OF,INTERSTATE 495,2-WAY,42.3933114812,-71.6099739065,10923,5/14/2001
254033,WORCESTER,BERLIN,SOUTH STREET,,,SOUTH OF,LINDEN STREET,2-WAY,42.3803175445,-71.6383352484,2100,1/1/2004
254034,WORCESTER,BERLIN,WEST STREET,,,AT,CLINTON,2-WAY,42.3991933161,-71.6665585171,5400,1/1/2004
254035,MIDDLESEX,BILLERICA,HIGH STREET,,,,MOUNT PLEASANT,2-WAY,42.5946433073,-71.2731943981,4040,8/15/2001
254036,WORCESTER,BOYLSTON,CENTRAL STREET,,,AT,NORTHBOROUGH,2-WAY,42.3351528782,-71.6850557344,3300,1/1/2004
254037,WORCESTER,BOYLSTON,CENTRAL STREET,,,SOUTH OF,CROSS STREET,2-WAY,42.3491254865,-71.7109826629,2416,1/1/2013
254038,WORCESTER,BOYLSTON,MAIN STREET,,,AT,SHREWSBURY,2-WAY,42.3121548281,-71.7573642061,7300,1/1/2004
254039,WORCESTER,BOYLSTON,MAIN STREET,,,NORTH OF,FRENCH DR,2-WAY,42.3578232658,-71.7324097567,4671,1/1/2013
254040,WORCESTER,BOYLSTON,MAIN STREET,,,NORTH OF,ROUTE 140,2-WAY,42.3363218082,-71.745552816,5200,1/1/2004
254041,WORCESTER,BOYLSTON,MAIN STREET,,,AT,ROUTE 62,2-WAY,42.3914475774,-71.6868683076,5445,5/14/2001
254042,WORCESTER,BROOKFIELD,NORTH BROKFIELD ROAD,,,AT,NORTH BROOKFIELD,2-WAY,42.2307321291,-72.0991392701,1356,7/11/2001
254043,WORCESTER,BROOKFIELD,FISKDALE ROAD,,,AT,STURBRIDGE,2-WAY,42.1626065853,-72.1281280737,2500,1/1/2004
254044,WORCESTER,BROOKFIELD,FISKDALE ROAD,,,NORTH OF,WEBBER ROAD,2-WAY,42.1833701442,-72.1206616426,3656,1/1/2013
254045,WORCESTER,BROOKFIELD,FISKDALE ROAD,,,SOUTH OF,MILL STREET,2-WAY,42.2092374647,-72.102335875,5200,1/1/2004
254046,WORCESTER,BROOKFIELD,POST ROAD,,,AT,EAST BROOKFIELD T,2-WAY,42.2145164883,-72.0789029325,7513,7/16/2001
254047,MIDDLESEX,CHELMSFORD,HUNT ROAD,,,NORTH OF,ROUTE 110,2-WAY,42.5881683148,-71.3776686087,5386,1/1/2013
254048,MIDDLESEX,CHELMSFORD,LITTLETON ROAD,,,EAST OF,HUNT ROAD,2-WAY,42.5880468275,-71.3766515745,10700,1/1/2004
254049,MIDDLESEX,CHELMSFORD,SYCAMORE STREET,,,NORTH OF,WESTFORD STREET,2-WAY,42.6070198346,-71.3811659155,1699,6/28/2001
254050,MIDDLESEX,CHELMSFORD,SYCAMORE STREET,,,SOUTH OF,ARBUTUS STREET,2-WAY,42.6086057073,-71.3820649428,1697,6/27/2001
254051,WORCESTER,CLINTON,BROOK STREET,,,EAST OF,MAIN STREET,2-WAY,42.4235268439,-71.6869751922,,
254052,BARNSTABLE,DENNIS,OLD MAIN STREET,,,,ROUTE 28,2-WAY,41.6672618296,-70.1608868001,3001,6/18/2001
254053,MIDDLESEX,DRACUT,BRIGHAM AVENUE,,,SOUTH OF,METHUEN STREET,2-WAY,42.6609838224,-71.2805310688,656,8/22/2001
254054,MIDDLESEX,DRACUT,DONAHUE ROAD,,,,OFF OF MAMMOTH ROAD,2-WAY,42.6667222979,-71.3485942894,5790,8/6/2001
254055,MIDDLESEX,DRACUT,JONES AVENUE,,,SOUTH OF,MARSH HILL,2-WAY,42.6988066266,-71.2797595457,1156,7/25/2001
254056,MIDDLESEX,DRACUT,MARSH HILL ROAD,,,WEST OF,JONES AVENUE,2-WAY,42.6990637123,-71.2806299262,3600,1/1/2006
254057,MIDDLESEX,DRACUT,PHINEAS STREET,,,NORTH OF,,2-WAY,42.66420884,-71.3311121557,6864,6/14/2001
254058,MIDDLESEX,DRACUT,PHINEAS STREET,,,SOUTH OF,LAKEVIEW AVENUE,2-WAY,42.6723485251,-71.3323710426,3842,6/13/2001
254059,MIDDLESEX,DUNSTABLE,GROTON STREET,,,SOUTH OF,CROSS STREET,2-WAY,42.6654579987,-71.5036467726,3100,1/1/2004
254060,MIDDLESEX,DUNSTABLE,HIGH STREET,,,,THORNDIKE,2-WAY,42.6938276616,-71.4796973082,2112,6/19/2001
254061,MIDDLESEX,DUNSTABLE,HOLLIS STREET,,,AT,NEW HAMPSHIRE,2-WAY,42.7027432766,-71.5388714628,561,8/1/2001
254062,MIDDLESEX,DUNSTABLE,POND STREET,,,AT,ROUTE 113,2-WAY,42.6712407958,-71.4856443386,770,1/1/2005
254063,MIDDLESEX,DUNSTABLE,WESTFORD STREET,,,AT,TYNGSBOROUGH,2-WAY,42.656288519,-71.4781261691,1213,6/21/2001
254064,BRISTOL,EASTON,FOUNDRY STREET,,,NORTH OF,HOUSE #699,2-WAY,42.0140288179,-71.1445466175,10498,7/10/2001
254065,ESSEX,GROVELAND,SALEM STREET,,,AT,HAVERHILL,2-WAY,42.7459755085,-71.0483591772,5100,1/1/2005
254066,PLYMOUTH,HANSON,WHITMAN STREET,,,EAST OF,SPRING STREET,2-WAY,42.0813504701,-70.8865257328,,
254067,WORCESTER,HARDWICK,HARDWICK ROAD,,,NORTH OF,TURKEY STREET,2-WAY,42.3328747138,-72.2038225116,1579,1/1/2013
254068,ESSEX,HAVERHILL,HILLDALE AVENUE,,,AT,NEW HAMPSHIRE,2-WAY,42.8177601261,-71.115996328,3587,8/9/2001
254069,ESSEX,HAVERHILL,NORTH AVENUE,,,NORTH OF,INTERSTATE 495,2-WAY,42.8050416539,-71.0845795085,14667,10/18/2001
254070,ESSEX,HAVERHILL,WINTER STREET,,,WEST OF,HALE STREET,2-WAY,42.7776075029,-71.0869757004,27569,9/6/2001
254071,ESSEX,HAVERHILL,SOUTH RIVERVIEW STREET,,,NORTH OF,FERRY ROAD,2-WAY,42.7556287666,-71.1059070244,783,9/3/2001
254072,WORCESTER,HOLDEN,BULLARD STREET,,,NORTH OF,SHREWSBURY,2-WAY,42.3384811725,-71.8123154088,2030,6/27/2001
254073,WORCESTER,HOLDEN,MANNING STREET,,,AT,WEST BOYLSTON,2-WAY,42.3887808097,-71.8193412847,7042,1/1/2013
254074,WORCESTER,HOLDEN,MAIN STREET,,,AT,RUTLAND,2-WAY,42.3716548344,-71.9233222942,9748,9/17/2001
254075,WORCESTER,HOLDEN,MAIN STREET,,,NORTH OF,SHREWSBURY,2-WAY,42.3373816501,-71.8359187801,17343,9/17/2001
254076,WORCESTER,HOLDEN,PAXTON ROAD,,,AT,PAXTON,2-WAY,42.3209260364,-71.9048177062,5504,1/1/2013
254077,WORCESTER,HOLDEN,BROAD STREET,,,AT,RUTLAND,2-WAY,42.3835616059,-71.905021296,2743,9/17/2001
254078,HAMPDEN,HOLYOKE,LOWER WESTFIELD ROAD,,,,HOLYOKE STREET,2-WAY,42.1744131621,-72.6405047055,21724,6/13/2001
254079,ESSEX,LAWRENCE,MARSTON STREET,,,EAST OF,CANAL STREET,2-WAY,42.7071073464,-71.1452352167,20586,10/23/2001
254080,WORCESTER,LEICESTER,HENSHAW STREET,,,SOUTH OF,ROUTE 9,2-WAY,42.2451083,-71.8993127592,441,7/18/2001
254081,WORCESTER,LEICESTER,HUNTOON HIGHWAY,,,SOUTH OF,PLEASANT STREET,2-WAY,42.2198788832,-71.9123881113,5932,7/23/2001
254082,WORCESTER,LEICESTER,MAIN STREET,,,AT,SPENCER,2-WAY,42.255854347,-71.954653513,14955,5/30/2001
